Time,Flow1,Flow2
1615261216.5032883,,"-0.02
"
1615261216.5062797,,"-0.07
"
1615261216.5092723,,"0.02
"
1615261216.5122643,,"-0.05
"
1615261216.5162537,,"-0.08
"
1615261216.5182488,,"0.03
"
1615261216.5212417,,"0.00
"
1615261216.5242329,,"0.03
"
1615261216.5282223,,"-0.05
"
1615261216.5312145,,"-0.07
"
1615261216.5342066,,"0.07
"
1615261216.5371985,,"0.00
"
1615261216.5401907,,"-0.02
"
1615261216.5431836,,"-0.05
"
1615261216.546175,,"-0.08
"
1615261216.5491679,,"-0.05
"
1615261216.5521595,,"-0.02
"
1615261216.5551515,,"-0.05
"
1615261216.558144,,"0.03
"
1615261216.5611367,,"-0.05
"
1615261216.5641284,,"0.00
"
1615261216.56712,,"-0.07
"
1615261216.570112,,"-0.03
"
1615261216.5731041,,"0.03
"
1615261216.576097,,"-0.08
"
1615261216.5790887,,"-0.05
"
1615261216.5820804,,"-0.02
"
1615261216.5850728,,"0.02
"
1615261216.5880654,,"-0.07
"
1615261216.591057,,"-0.03
"
1615261216.5940504,,"0.02
"
1615261216.5970411,,"-0.02
"
1615261216.6000338,,"-0.05
"
1615261216.603026,,"-0.02
"
1615261216.6060188,,"-0.05
"
1615261216.60901,,"-0.05
"
1615261216.612002,,"-0.02
"
1615261216.6149938,,"0.00
"
1615261216.6179867,,"-0.10
"
1615261216.6209795,,"-0.08
"
1615261216.6239707,,"-0.03
"
1615261216.6269631,,"-0.05
"
1615261216.6299546,,"-0.08
"
1615261216.6329467,,"-0.02
"
1615261216.6359394,,"-0.02
"
1615261216.6389315,,"-0.03
"
1615261216.6419237,,"0.03
"
1615261216.6449153,,"-0.02
"
1615261216.6479073,,"-0.02
"
1615261216.6509001,,"0.00
"
1615261216.653892,,"-0.10
"
1615261216.6568842,,"-0.08
"
1615261216.6598766,,"0.00
"
1615261216.6628685,,"-0.05
"
1615261216.6658623,,"-0.07
"
1615261216.6688538,,"0.02
"
1615261216.6718452,,"-0.07
"
1615261216.6748374,,"-0.02
"
1615261216.677843,,"-0.03
"
1615261216.6808217,,"-0.03
"
1615261216.6838136,,"0.02
"
1615261216.6868055,,"-0.03
"
1615261216.6897976,,"-0.03
"
1615261216.6927907,,"-0.03
"
1615261216.695783,,"0.00
"
1615261216.699772,,"-0.05
"
1615261216.7017658,,"-0.07
"
1615261216.704759,,"-0.10
"
1615261216.7087479,,"0.02
"
1615261216.7107427,,"0.00
"
1615261216.7137349,,"0.02
"
1615261216.7446542,"0.00
",
1615261216.7167268,,"-0.02
"
1615261216.7197192,,"-0.10
"
1615261216.7227132,,"-0.03
"
1615261216.7267003,,"-0.02
"
1615261216.7286968,,"-0.07
"
1615261216.7316878,,"-0.02
"
1615261216.7346804,,"0.03
"
1615261216.7376714,,"-0.02
"
1615261216.7406638,,"-0.03
"
1615261216.7446542,,"-0.07
"
1615261216.7466493,,"0.00
"
1615261216.7476454,"0.03
",
1615261216.7496414,,"0.00
"
1615261216.750638,"-0.02
",
1615261216.752633,,"-0.02
"
1615261216.7536309,"-0.02
",
1615261216.755625,,"-0.08
"
1615261216.756622,"0.00
",
1615261216.7586179,,"-0.05
"
1615261216.7596147,"0.00
",
1615261216.7616096,,"-0.05
"
1615261216.7626069,"-0.03
",
1615261216.7646012,,"0.05
"
1615261216.7655988,"0.02
",
1615261216.7675936,,"-0.03
"
1615261216.7685914,"0.03
",
1615261216.770586,,"-0.05
"
1615261216.771583,"-0.08
",
1615261216.7735784,,"0.00
"
1615261216.7745745,"0.03
",
1615261216.7765708,,"0.00
"
1615261216.777567,"-0.05
",
1615261216.7795625,,"-0.05
"
1615261216.7805598,"-0.03
",
1615261216.7825546,,"-0.05
"
1615261216.7835515,"0.05
",
1615261216.7855473,,"-0.05
"
1615261216.7865446,"0.00
",
1615261216.7885382,,"-0.03
"
1615261216.7895355,"-0.02
",
1615261216.79153,,"-0.07
"
1615261216.7925284,"0.02
",
1615261216.7945228,,"-0.02
"
1615261216.795521,"0.00
",
1615261216.7975152,,"-0.02
"
1615261216.7985122,"0.02
",
1615261216.8005073,,"0.02
"
1615261216.8015046,"0.02
",
1615261216.8035,,"-0.03
"
1615261216.8044963,"0.02
",
1615261216.8064919,,"-0.07
"
1615261216.8074887,"-0.05
",
1615261216.809484,,"-0.08
"
1615261216.8124752,,"-0.02
"
1615261216.8104808,"0.02
",
1615261216.8154688,,"0.05
"
1615261216.8184607,,"-0.03
"
1615261216.8134725,"0.02
",
1615261216.8214517,,"0.00
"
1615261216.8244445,,"-0.03
"
1615261216.8164651,"-0.03
",
1615261216.8274374,,"0.00
"
1615261216.8194575,"-0.03
",
1615261216.8304286,,"-0.12
"
1615261216.8224502,"0.03
",
1615261216.83342,,"0.02
"
1615261216.8364131,,"0.00
"
1615261216.8254416,"-0.03
",
1615261216.8394043,,"-0.02
"
1615261216.842397,,"-0.03
"
1615261216.8284338,"-0.03
",
1615261216.845389,,"-0.03
"
1615261216.8493779,,"-0.02
"
1615261216.8523705,,"-0.05
"
1615261216.8314264,"-0.07
",
1615261216.855362,,"-0.07
"
1615261216.8583548,,"-0.02
"
1615261216.8613462,,"0.03
"
1615261216.8344185,"-0.02
",
1615261216.8643389,,"-0.05
"
1615261216.8673325,,"-0.05
"
1615261216.8374097,"-0.07
",
1615261216.8703232,,"-0.07
"
1615261216.8404021,"-0.05
",
1615261216.8733156,,"-0.10
"
1615261216.8763082,,"-0.02
"
1615261216.8793008,,"-0.02
"
1615261216.8822923,,"-0.03
"
1615261216.8852842,,"-0.07
"
1615261216.8882763,,"0.02
"
1615261216.8912678,,"-0.02
"
1615261216.89426,,"-0.03
"
1615261216.8972523,,"0.02
"
1615261216.9002447,,"-0.05
"
1615261216.843395,"-0.02
",
1615261216.9032369,,"-0.03
"
1615261216.8463862,"-0.07
",
1615261216.9062285,,"-0.02
"
1615261216.8493779,"-0.08
",
1615261216.9092212,,"-0.03
"
1615261216.8523705,"0.02
",
1615261216.9122128,,"-0.07
"
1615261216.855362,"0.03
",
1615261216.915205,,"-0.05
"
1615261216.8583548,"0.02
",
1615261216.918197,,"-0.05
"
1615261216.862344,"-0.02
",
1615261216.921189,,"-0.02
"
1615261216.8653367,"0.02
",
1615261216.9241815,,"0.02
"
1615261216.868328,"-0.05
",
1615261216.9271739,,"0.00
"
1615261216.8713205,"0.03
",
1615261216.930166,,"0.00
"
