Time,Flow1,Flow2
1614203941.3224144,-0.05,
1614203941.3337138,0.00,
1614203941.3369114,-0.02,
1614203941.340052,-0.05,
1614203941.3428872,-0.03,
1614203941.3463597,0.00,
1614203941.3483987,-0.02,
1614203941.3523903,-0.05,
1614203941.3543851,-0.07,
1614203941.3573806,-0.03,
1614203941.361366,-0.02,
1614203941.3640738,-0.05,
1614203941.3673618,-0.03,
1614203941.3694553,-0.07,
1614203941.3734472,-0.03,
1614203941.3755872,0.02,
1614203941.3786833,0.00,
1614203941.3817215,-0.03,
1614203941.3847682,-0.05,
1614203941.387971,-0.12,
1614203941.3909543,-0.07,
1614203941.3939502,0.02,
1614203941.3969324,0.02,
1614203941.399925,-0.07,
1614203941.4030051,-0.02,
1614203941.4060092,-0.05,
1614203941.4090607,-0.05,
1614203941.4130268,0.02,
1614203941.4219787,-0.03,
1614203941.423973,0.02,
1614203941.4249704,-0.07,
1614203941.4259677,0.00,
1614203941.4279628,0.00,
1614203941.431967,-0.03,
1614203941.4359412,-0.07,
1614203941.4369385,-0.05,
1614203941.4389565,-0.08,
1614203941.4439337,-0.07,
1614203941.4459188,0.02,
1614203941.4499042,-0.03,
1614203941.4538932,-0.02,
1614203941.4548907,-0.03,
1614203941.4579048,-0.02,
1614203941.4618998,0.02,
1614203941.4708483,0.00,
1614203941.4718454,-0.02,
1614203941.4718454,-0.03,
1614203941.4718454,-0.05,
1614203941.4748375,0.00,
1614203941.4778538,-0.05,
1614203941.4858317,0.03,
1614203941.4858317,-0.05,
1614203941.4868352,-0.05,
1614203941.4898303,-0.03,
1614203941.493787,0.00,
1614203941.4946153,0.03,
1614203941.4946153,-0.05,
1614203941.4946153,-0.05,
1614203941.5047178,-0.10,
1614203941.5047178,-0.10,
1614203941.5113244,-0.02,
1614203941.5113244,-0.02,
1614203941.5113244,-0.08,
1614203941.5113244,-0.08,
1614203941.5214307,-0.02,
1614203941.5214307,-0.13,
1614203941.5214307,-0.05,
1614203941.5314317,0.00,
1614203941.5314317,-0.08,
1614203941.5314317,0.00,
1614203941.5414228,-0.03,
1614203941.5414228,-0.03,
1614203941.5414228,-0.07,
1614203941.5414228,0.03,
1614203941.5513952,-0.02,
1614203941.5513952,-0.03,
1614203941.5513952,-0.02,
1614203941.561347,-0.05,
1614203941.561347,-0.03,
1614203941.561347,-0.02,
1614203941.571451,0.00,
1614203941.5725071,0.00,
1614203941.5725071,-0.03,
1614203941.5725071,-0.03,
